"9 de Julho","https://radio9dejulho.com.br/","//audio/@src","https:"
"Cultura FM (Streema)","http://streema.com/radios/play/Radio_Cultura_FM","//@data-src",""
"Cultura FM (UOL)","https://cultura.uol.com.br/aovivo/4_ao-vivo-radio-cultura-fm.html","//video/source/@src",""
